z/D,Tb,hb,Reb,Ub,tau_w,Cf,Tw,Nub,G,p
0.0124999999999995,322.1829,433905.8,5237.29040143062,0.2417,0.0620366945606694,0.0381352059928256,313.907322175733,227.54575434216,53.84382321,8
0.6375,321.639147720409,431036.635502147,5224.23718861527,0.239405713897765,0.0772028375,0.0479129430812445,302.432083333333,97.2039078487531,53.84382321,8
1.2625,321.107610143471,429602.75845234,5210.54827375616,0.23711185930935,0.07871615,0.0493247242435851,299.126416666667,84.1872754417677,53.84382321,8
1.8875,320.588325051003,428166.419477585,5196.2350934725,0.234835850299069,0.078536725,0.0496892551883181,297.01625,77.7907197796537,53.84382321,8
2.5125,320.081322633251,426728.790216072,5181.3092627594,0.232558095464682,0.0779975458333333,0.0498314555906918,295.560333333333,74.0768983905664,53.84382321,8
3.1375,319.586624378317,425294.85580892,5165.91985390129,0.230285345531125,0.0775276750000001,0.0500200999641452,294.599458333333,71.9853957486157,53.84382321,8
3.7625,319.104244516834,423867.845385954,5149.77133120799,0.228014201531776,0.0772965166666667,0.0503677004161128,294.038708333333,71.037240993155,53.84382321,8
4.3875,318.634192019733,422437.229636091,5133.08991985404,0.225766671767943,0.0774731708333334,0.0509853726468484,293.901375,71.249897143796,53.84382321,8
5.0125,318.176461113534,420999.434551903,5116.01205564361,0.223520516229532,0.0783076708333333,0.0520524304047994,294.139125,72.5310526966915,53.84382321,8
5.6375,317.731037956964,419554.400907902,5097.99523220181,0.221280390607278,0.0798001833333333,0.0535815234014868,294.639208333333,74.6678806119102,53.84382321,8
6.2625,317.297900340463,418131.078488932,5079.29929940906,0.219028247442263,0.0815671375,0.0553310855428905,295.115041666667,76.8407645722678,53.84382321,8
6.8875,316.877026162977,416702.646708853,5060.31257322977,0.216819423654372,0.0833698124999999,0.0571300674065189,295.561375,79.04185597795,53.84382321,8
7.5125,316.468365935301,415265.603502954,5040.75210369481,0.214607949625977,0.0849181083333334,0.0587906962030065,295.843333333333,80.711459064325,53.84382321,8
8.1375,316.071867834318,413822.415330646,5020.47595910869,0.212393780646722,0.0861659583333334,0.0602764996800266,296.074375,82.2183505660186,53.84382321,8
8.7625,315.687471776882,412395.531932525,4999.30912470842,0.210178836938314,0.0866777291666667,0.061273492868096,296.144875,83.0609288543088,53.84382321,8
9.3875,315.315106386505,410953.444993613,4977.77000143959,0.207998429421023,0.0869299958333334,0.0620960107413982,296.101791666667,83.3921462477736,53.84382321,8
10.0125,314.954688998723,409520.639893405,4955.40325669899,0.205798964845738,0.0869616458333333,0.0627825081941496,296.029666666667,83.5271618820892,53.84382321,8
10.6375,314.606127978681,408096.254489275,4932.59255325194,0.203630904674933,0.0868701333333334,0.063384182700614,295.888791666667,83.3013687106881,53.84382321,8
11.2625,314.26931899805,406648.517856566,4909.33709198755,0.201490840676665,0.0866843875000001,0.0639204278657349,295.8035,83.2674053001795,53.84382321,8
11.8875,313.944141233609,405221.904996727,4884.99815829025,0.199314589244497,0.0863607208333334,0.0643770789443477,295.6625,82.886895753646,53.84382321,8
12.5125,313.630476249182,403792.719828531,4860.53611696554,0.197189535270046,0.0860937541666667,0.064869698552428,295.583541666667,82.7436199555427,53.84382321,8
13.1375,313.328179957133,402348.421197026,4835.27119168947,0.195065744289612,0.0859852583333333,0.0654933324070059,295.549125,82.7336650338036,53.84382321,8
13.7625,313.037105299256,400916.073058167,4809.35251259778,0.192942935068383,0.0859260083333334,0.0661682812551766,295.530666666667,82.7283195012199,53.84382321,8
14.3875,312.757088162795,399477.867775694,4782.90743525884,0.190833517932988,0.0858135791666666,0.0668121514866806,295.4660,82.4459696662806,53.84382321,8
15.0125,312.487969486699,398054.601090691,4755.84650297439,0.188746680748611,0.0856101541666667,0.0673907133484738,295.393083333334,82.0628106730518,53.84382321,8
15.6375,312.229557376577,396618.305305517,4728.35633912461,0.186678194523869,0.0853025833333333,0.0678926388487373,295.292375,81.4855324223001,53.84382321,8
16.2625,311.981661061103,395170.378486704,4700.14503657915,0.184610519586146,0.0850421,0.068443408392794,295.216916666667,80.9545778223941,53.84382321,8
16.8875,311.744075697341,393752.740663918,4671.11231089573,0.182539322453981,0.084691975,0.0689350228401024,295.051041666667,79.9150860962946,53.84382321,8
17.5125,311.51659258299,392294.26575124,4642.32994822247,0.180529647385774,0.0843138041666667,0.0693911760812867,294.901833333333,78.9291730789794,53.84382321,8
18.1375,311.298988073748,390866.222421946,4611.77072192221,0.178466025668449,0.0839524791666667,0.0698927406929931,294.770708333333,77.9276559771576,53.84382321,8
18.7625,311.091037070324,389432.41791964,4581.67799734199,0.176470308982034,0.0834783541666666,0.0702839772223655,294.6845,77.1156719488483,53.84382321,8
19.3875,310.892487039943,387990.888972365,4550.64517727651,0.1744705392451,0.0830753333333333,0.0707463578525735,294.556375,76.0456182935986,53.84382321,8
20.0125,310.703088897237,386587.359150335,4519.25989855459,0.172484659580194,0.0829319416666667,0.0714373696029041,294.469166666667,75.1159094736043,53.84382321,8
20.6375,310.52260387255,385117.79579775,4487.9357932348,0.170561471053287,0.082600825,0.0719544320056201,294.343041666667,73.9935935141113,53.84382321,8
21.2625,310.350742456929,383696.589912214,4454.68235998831,0.168562419296424,0.0821174125,0.0723816698176335,294.22275,72.7954184780152,53.84382321,8
21.8875,310.187262260757,382270.985519968,4422.14763629465,0.166652444845932,0.0816305333333333,0.0727771496179847,294.048708333333,71.3740254712212,53.84382321,8
22.5125,310.031867676518,380829.026528359,4389.01214120095,0.16474327082109,0.0809815,0.0730352011913696,293.882625,69.9571967061183,53.84382321,8
23.1375,309.884283183403,379379.954224087,4355.09618919652,0.16283692893961,0.080517,0.0734664034227769,293.702208333333,68.4492459296768,53.84382321,8
23.7625,309.744225487395,377963.998678814,4320.44612888489,0.160930271967415,0.0801466416666667,0.073994881880264,293.566916666667,67.1043991672411,53.84382321,8
24.3875,309.611407309542,376525.611149916,4286.21444983431,0.159084361479357,0.0795664458333333,0.0743115922913168,293.379208333333,65.5670543030445,53.84382321,8
25.0125,309.485561114992,375113.613544968,4250.93513717365,0.157224464447882,0.0790291208333333,0.0746828914511156,293.1620,63.8907446330426,53.84382321,8
25.6375,309.366362164192,373636.799699012,4216.01018684332,0.155415826649879,0.0783343041666666,0.0748877607231109,292.941875,62.2379639037134,53.84382321,8
26.2625,309.253549981188,372193.18775916,4179.13169915948,0.153544185160009,0.0778566833333334,0.0753384398478854,292.769416666667,60.7221925113217,53.84382321,8
26.8875,309.146844665071,370760.006912702,4142.80612066081,0.151733742082044,0.0771270999999999,0.0755229474369517,292.54425,59.0587671314486,53.84382321,8
27.5125,309.045946506435,369320.96293462,4106.12396543827,0.149950516696352,0.0763449625,0.0756460955386832,292.266833333334,57.2474233997814,53.84382321,8
28.1375,308.950576996559,367914.652607242,4068.88607197757,0.148172195156258,0.0758358541666667,0.0760434768060427,292.069583333333,55.7342410850257,53.84382321,8
28.7625,308.86047085889,366507.10593896,4032.66694952892,0.146463759353731,0.0753173375,0.0764044896743964,291.889375,54.3369145044016,53.84382321,8
