r/R,UzMean,Tmean,RSS,THFr,TKE,Pk,Bk
1,0.006002486875,292.0234375,0.0000001383425,0.0261255664583333,0.000072972875,0.000546772291666667,0.0560238541666667
0.996666666666667,0.0100532503409091,292.484462121212,0.000000466543636363636,-0.0000427151893939389,0.000265375261363636,0.00174753371212121,0.103164458333333
0.993333333333333,0.0232893849137931,293.647245689655,0.00000203424810344828,-0.309296349568966,0.00120925672413793,0.00715190732758621,0.261626681034483
0.99,0.0359196107758621,294.826241379311,0.00000468256806034483,-1.30152776594828,0.00290981336206897,0.0151016489224138,0.449479525862069
0.986666666666667,0.04816031875,296.047620535714,0.00000818524922767857,-4.19498352678571,0.00537757366071428,0.023758173125,0.682071205357143
0.983333333333333,0.0601963525862068,297.330935344828,0.0000121151610775862,-11.2542764655172,0.00871164137931034,0.0305103048706897,0.990653836206896
0.98,0.0720859568965517,298.702905172414,0.0000158081381077586,-27.7635664655172,0.0128819340517241,0.0325092062327586,1.41949025862069
0.976666666666667,0.0834168044117647,299.981176470588,0.0000189273941764706,-52.279483625,0.01651425,0.0326608365441177,1.89358029411765
0.973333333333333,0.0878488092391304,300.693505434783,0.0000162356050815217,-92.5718743423913,0.0201483043478261,0.0146849579076087,2.40089293478261
0.97,0.0973815217592593,302.085467592593,0.0000106424278240741,-198.460148148148,0.024181625,-0.0113321961111111,3.36098055555556
0.966666666666667,0.10779351712963,303.562444444445,-0.00000412192069444445,-468.271527777778,0.0275274814814815,-0.0573651922685185,4.92202361111111
0.963333333333333,0.11900348515625,304.8055234375,-0.0000219362921875,-899.857578125,0.028164640625,-0.10152923359375,6.486171875
0.96,0.122225760869565,305.512119565217,-0.000045517927173913,-1354.71793478261,0.0295877065217391,-0.162895094565217,7.6962902173913
0.956666666666667,0.131514109375,306.747109375,-0.0000497937008125,-2091.20677083333,0.0276968385416666,-0.1661067484375,8.3082140625
0.953333333333333,0.14187446875,307.87434375,-0.000000189295859374994,-2632.02578125,0.0244111484375,-0.0352829890625,7.5490046875
0.95,0.147962798076923,308.692870192308,0.0000445565174519231,-3054.39038461539,0.0240468509615385,0.0775606625,7.11581346153846
0.9450,0.159403025,310.184379166667,0.000198199890416667,-3326.13125,0.0213681541666667,0.434309375,5.19874670833333
0.94,0.171061590517241,311.753323275862,0.000412370110344827,-3347.18922413793,0.0199676896551724,0.880135863362069,3.38152030603448
0.9350,0.182181133928571,313.344415178571,0.000669336526785715,-3229.32767857143,0.019472125,1.34600567410714,1.85283948214286
0.93,0.192669077586207,314.959556034483,0.000943434583189656,-3095.31034482759,0.019673974137931,1.75534251724138,0.755509459612069
0.9250,0.201143054347826,316.593826086956,0.00124790434782609,-2950.54673913044,0.0201892010869565,2.14522179347826,-0.110689755978261
0.92,0.209291572916667,317.771625,0.00145606885416667,-2952.8828125,0.02082209375,2.31142791666667,-0.4413400625
0.9150,0.216830545,319.06187,0.0017261404,-2957.5025,0.021666755,2.5059705,-0.7735341675
0.91,0.224212774038462,320.452091346154,0.00202659826923077,-2976.87019230769,0.0224273990384615,2.66595610576923,-1.06608128365385
0.9050,0.231347283653846,321.817014423077,0.00233640673076923,-3033.1125,0.0231408173076923,2.76076778846154,-1.24608565384615
0.9,0.237871534090909,323.296965909091,0.002661163671875,-3106.27421875,0.0236901015625,2.78410859375,-1.35339345234375
0.89,0.245466256410257,324.983660256411,0.0030491196875,-3226.6525,0.024089071875,2.7117315625,-1.408564825
0.88,0.253112104651163,326.678511627907,0.00346243168604651,-3391.09622093023,0.0242515290697674,2.52480697674419,-1.39619174418605
0.87,0.260773026785714,328.2103125,0.00375608898809524,-3527.70029761905,0.0239118988095238,2.22076369047619,-1.30943639880952
0.86,0.265253646428571,329.543532142857,0.0040286,-3622.52142857143,0.0236087821428571,1.95716214285714,-1.22744178571429
0.85,0.269340024305556,330.588802083333,0.00419924166666667,-3694.62881944444,0.0231777430555556,1.69275277777778,-1.13228065972222
0.84,0.273081217857143,331.507239285715,0.00430483071428571,-3749.08107142857,0.0226893071428571,1.43671607142857,-1.03019553571429
0.83,0.276216675,332.317164285714,0.0043662425,-3776.16428571429,0.0222163785714286,1.20901228571429,-0.928640250000001
0.82,0.2788755234375,333.00852734375,0.004399037890625,-3786.112890625,0.0218387109375,1.0204949609375,-0.8378298046875
0.81,0.28086804296875,333.60573828125,0.004413337109375,-3780.7296875,0.02154443359375,0.867330390625,-0.758686250000001
0.8,0.282701943548387,334.128024193548,0.00441100564516129,-3763.31532258065,0.0212887137096774,0.737334072580645,-0.686144919354839
0.79,0.284261419642857,334.572772321429,0.00440439955357143,-3740.94464285714,0.0211122946428571,0.634763839285714,-0.624679464285715
0.78,0.285613836206897,334.967482758621,0.00438975689655173,-3700.56681034483,0.020986400862069,0.55019400862069,-0.570242198275862
0.77,0.287130564814815,335.317666666667,0.00437549861111111,-3658.01527777778,0.0209017824074074,0.480233981481481,-0.521376388888889
0.76,0.287706351851852,335.629509259259,0.0043637875,-3630.42685185185,0.0208526574074074,0.423288425925926,-0.480230231481481
0.75,0.289311807692308,335.9149375,0.00435780673076923,-3571.05817307692,0.0208415673076923,0.375576538461538,-0.440876586538461
0.74,0.290160569444444,336.178671296297,0.00436049675925926,-3531.25925925926,0.0208675509259259,0.336028518518518,-0.408045277777778
0.73,0.290943236111111,336.429152777778,0.00435851805555556,-3485.02453703704,0.0209171712962963,0.30095837962963,-0.377068981481481
0.72,0.291254075,336.64469375,0.004405121875,-3419.723125,0.0210283375,0.278338625,-0.3580059375
0.71,0.292198359375,336.81234375,0.00438380572916667,-3394.0296875,0.0210764375,0.25594984375,-0.33303859375
0.7,0.293154898148148,337.007314814815,0.00440748935185185,-3344.85972222222,0.0211836018518519,0.235513796296296,-0.310634398148148
0.685714285714286,0.29387892578125,337.22540234375,0.004437476171875,-3273.138671875,0.02134023828125,0.2155776171875,-0.288070390625
0.671428571428571,0.294336911290322,337.438338709678,0.00447453588709678,-3210.46008064516,0.02153375,0.198233064516129,-0.267329959677419
0.657142857142857,0.294876685344828,337.631646551724,0.00451074784482759,-3136.68189655172,0.0217349396551724,0.184365948275862,-0.248870560344828
0.642857142857143,0.295508650862069,337.808060344828,0.00456279396551724,-3067.57112068966,0.0219441982758621,0.172872456896552,-0.233220862068966
0.628571428571429,0.295654885964912,337.973131578947,0.00460929561403509,-2998.13201754386,0.0221723640350877,0.164722719298245,-0.220082631578947
0.614285714285714,0.295800644736842,338.126065789474,0.00467297675438596,-2937.34692982456,0.0224189692982456,0.158370657894737,-0.209285043859649
0.6,0.296044659482759,338.273060344827,0.00472397413793103,-2863.72801724138,0.022658900862069,0.152359224137931,-0.198905
0.585714285714286,0.295390540816327,338.409265306123,0.00476200204081633,-2799.03265306122,0.0229015051020408,0.1478875,-0.190691173469388
0.571428571428571,0.296382145833333,338.518692708333,0.00479831927083333,-2730.14583333333,0.0230707083333333,0.144403901041667,-0.182379322916667
0.557142857142857,0.296881071428571,338.630551020408,0.0048501306122449,-2666.63571428571,0.023282806122449,0.142584535714286,-0.175809591836735
0.542857142857143,0.29728337254902,338.745593137255,0.00488439509803922,-2591.72009803922,0.0234999117647059,0.140740058823529,-0.168969705882353
