z/D,Tb,hb,Reb,Ub,tau_w,Cf,Tw,Nub,G,p
0.0124999999999995,322.1829,433905.8,5237.29040143062,0.2417,0.0652372970711297,0.0401026808381882,314.017489539749,230.615791797236,53.84382321,8
0.6625,321.617651928317,432412.955784952,5223.69245013669,0.239325303130035,0.131940875,0.0819114925670947,303.685291666667,104.080624348589,53.84382321,8
1.3125,321.065616336716,430924.657178507,5209.43451980915,0.236942656841219,0.1627205,0.102035926791604,301.209916666667,93.1356926949301,53.84382321,8
1.9625,320.526836086413,429435.950868296,5194.44324649285,0.234567682194822,0.182505291666667,0.115600944384501,299.670041666667,87.8222076234885,53.84382321,8
2.6125,320.001341155835,427934.694045423,5178.83467652457,0.232182897994768,0.197566458333333,0.12642619995818,298.50225,84.354231363977,53.84382321,8
3.2625,319.489162335653,426444.712116524,5162.78400939612,0.229833325296755,0.210014583333333,0.135765852126939,297.537833333333,81.7775248584781,53.84382321,8
3.9125,318.99030853946,424954.156105226,5145.87877816533,0.22747825920607,0.220859625,0.144254885929163,296.7010,79.6894872384698,53.84382321,8
4.5625,318.504784422211,423459.137688845,5128.40263281678,0.225128864694875,0.230668,0.152233511870143,295.939166666667,77.8578878169545,53.84382321,8
5.2125,318.032587048921,421973.565463788,5110.14105018831,0.222797791977135,0.239831666666667,0.159937292726979,295.225125,76.1727260202561,53.84382321,8
5.8625,317.573695001713,420489.853337902,5091.49235637704,0.220479159019755,0.248479458333333,0.167446874406504,294.558041666667,74.6136427158434,53.84382321,8
6.5125,317.128083739277,418991.556638071,5071.96878207352,0.218150532974795,0.256760375,0.174874232038188,293.928875,73.1401744299327,53.84382321,8
7.1625,316.695710545196,417488.561453856,5051.55673950115,0.215822955166924,0.264771708333333,0.182275391654676,293.325041666667,71.7074092064129,53.84382321,8
7.8125,316.276531429391,416009.594288174,5030.97837055029,0.213536327751038,0.272540125,0.189632503413624,292.745375,70.3255920910676,53.84382321,8
8.4625,315.870476588848,414521.429766543,5009.44894215471,0.211253898842969,0.280082708333333,0.196986136189155,292.189833333333,68.9761040028063,53.84382321,8
9.1125,315.477470481062,413024.901603541,4987.26951377656,0.208960070632868,0.287430541666667,0.204373086720737,291.656958333334,67.6546000651895,53.84382321,8
9.7625,315.097427845142,411521.426150474,4964.25719271656,0.206665348405347,0.294596875,0.21179444663323,291.142708333333,66.3446492012563,53.84382321,8
10.4125,314.730253943786,410044.179812621,4941.02253730852,0.204424951123696,0.301575083333333,0.219187433406768,290.649541666667,65.0768854635063,53.84382321,8
11.0625,314.375827433195,408551.367255047,4916.91947337204,0.202177768629226,0.308380875,0.226625165713399,290.17425,63.8201659081935,53.84382321,8
11.7125,314.034028302319,407056.113209277,4891.94470641498,0.199927216115419,0.315052083333333,0.234134026788055,289.715958333333,62.5710940936854,53.84382321,8
12.3625,313.704710362712,405558.262176273,4866.38477777011,0.197691056343014,0.321568166666667,0.241679673180253,289.273041666667,61.3324554817272,53.84382321,8
13.0125,313.387735135738,404070.940542952,4840.31009880795,0.195481381582442,0.327915625,0.249236020666973,288.8455,60.1119056664022,53.84382321,8
13.6625,313.082929862836,402581.719451343,4813.56778142004,0.193283990919726,0.334090708333333,0.256816315142338,288.432291666667,58.9006855314704,53.84382321,8
14.3125,312.790114868035,401087.164428153,4785.98477070805,0.191083082996952,0.3401045,0.264450404634437,288.032666666667,57.6923355158268,53.84382321,8
14.9625,312.50909857154,399593.690000782,4758.0891204415,0.188913717208764,0.345960208333333,0.272092614484828,287.646375,56.4981393702214,53.84382321,8
15.6125,312.239689343721,398101.88360403,4729.26804365537,0.18674598101881,0.351659958333333,0.279785854544414,287.272916666667,55.3093661167673,53.84382321,8
16.2625,311.981661061103,396618.305305517,4700.14503657915,0.184610519586146,0.357188208333333,0.287471480784796,286.912125,54.1367339803983,53.84382321,8
16.9125,311.734786582664,395123.93291332,4670.17143666009,0.182470367025635,0.3625235,0.295187468121716,286.564458333333,52.9694376160489,53.84382321,8
17.5625,311.498821896266,393613.716780088,4639.37569296306,0.180330013761625,0.367647375,0.302912748077562,286.230791666667,51.8101767614934,53.84382321,8
18.2125,311.273533592113,392150.023688642,4608.75632056623,0.178265490782318,0.372548708333333,0.310505916775375,285.910875,50.6930891303682,53.84382321,8
18.8625,311.05863823947,390643.425035497,4576.84520162409,0.176159233198035,0.377199083333333,0.318140760440069,285.605583333333,49.5661312965913,53.84382321,8
19.5125,310.853878761906,389144.908857153,4544.37172620289,0.174071143020344,0.381566666666667,0.325684990673062,285.31575,48.4639329680519,53.84382321,8
20.1625,310.658968779348,387659.687793481,4511.8595432447,0.172030344861287,0.385607291666667,0.333038372101043,285.043583333333,47.3989552362631,53.84382321,8
20.8125,310.473625984874,386185.381894117,4478.94198123181,0.170012040352722,0.38927575,0.340198009337642,284.79125,46.3678034507031,53.84382321,8
21.4625,310.297531119276,384661.894874694,4444.16903335124,0.167943858832543,0.392564791666667,0.347297226987225,284.561708333333,45.3403221815566,53.84382321,8
22.1125,310.130402971343,383189.756113628,4410.42813188134,0.165973617108153,0.395407416666666,0.353964615723616,284.357875,44.388713312082,53.84382321,8
22.7625,309.971908991559,381715.271932473,4375.95209402238,0.164003357002739,0.397769458333334,0.360356859608972,284.183708333333,43.4760783298903,53.84382321,8
23.4125,309.821745309038,380224.544241982,4340.66471839956,0.162033559945928,0.399689083333334,0.366497832228102,284.0405,42.6027130523282,53.84382321,8
24.0625,309.679595063743,378716.355573683,4304.4331367589,0.160062105062395,0.401136666666667,0.372355638320955,283.935666666666,41.7797099835348,53.84382321,8
24.7125,309.545119037477,377194.444349782,4267.44806456185,0.158089779716453,0.402048791666667,0.37785838520835,283.87675,41.0169004333646,53.84382321,8
25.3625,309.418003482964,375749.053985943,4231.75870254024,0.156229425578952,0.402386708333333,0.382679227009084,283.870125,40.3750548539477,53.84382321,8
26.0125,309.297931207309,374207.243280394,4193.38228233791,0.154261093550244,0.402113416666666,0.387298892745848,283.921166666667,39.7645833754166,53.84382321,8
26.6625,309.18458528241,372740.438106508,4156.50298501748,0.152416065710111,0.40131175,0.391205746786637,284.029125,39.2840589105286,53.84382321,8
27.3125,309.077624867088,371261.498405061,4118.97878259097,0.15057393849961,0.399820666666666,0.394520455733124,284.1955,38.8845931448793,53.84382321,8
27.9625,308.976749292404,369775.491037116,4080.80467228536,0.14873336103703,0.397608708333333,0.397193006276601,284.4305,38.5831886298301,53.84382321,8
28.6125,308.881649660211,368269.212022878,4041.84268601455,0.146892582092532,0.394517875,0.399044121685122,284.738666666667,38.3890133324451,53.84382321,8
29.2625,308.792013555115,366745.527623317,4001.99387760086,0.145047906805733,0.390460166666667,0.399962585204483,285.129458333333,38.3229942491066,53.84382321,8
29.9125,308.707534982902,365263.304606735,3962.78627715904,0.143269768255576,0.385228916666667,0.399501503728906,285.57575,38.3791119237235,53.84382321,8
30.5625,308.627977533504,363807.640536067,3924.03825900348,0.141539395857568,0.378666,0.397496282965492,286.1050,38.6076102396479,53.84382321,8
31.2125,308.552972763488,362255.805468934,3882.51321100292,0.139717550134829,0.370506583333333,0.394002578991081,286.699375,38.9286605432217,53.84382321,8
31.8625,308.482318652631,360811.735747351,3843.37065821355,0.138035177191707,0.36091025,0.388475412635004,287.321583333333,39.4004217369617,53.84382321,8
32.5125,308.415645948173,359343.732497018,3803.51180272458,0.136345236645379,0.350644166666667,0.382103262368087,287.958125,39.9404413862003,53.84382321,8
33.1625,308.35273658174,357772.097452187,3760.48696544131,0.134558806257159,0.339538208333333,0.374913107635926,288.566041666667,40.4342657477794,53.84382321,8
33.8125,308.293299364418,356284.819562382,3719.61740490657,0.132889279531488,0.327529208333334,0.366196497343111,289.197375,41.0957363103743,53.84382321,8
34.4625,308.237008136681,354825.517764776,3679.0639847503,0.131255319610097,0.316306958333334,0.358051856143267,289.757625,41.6958257855576,53.84382321,8
35.1125,308.18356395864,353345.535007364,3638.00341546284,0.129630093825549,0.306057666666667,0.350793489812742,290.187416666667,42.0731806928392,53.84382321,8
