r/R,UzMean,Tmean,RSS,THFr,TKE,Pk,Bk
0.7,0.313700299537037,336.458319444445,0.102329226851852,-17013.5833333333,0.372887825925926,35.9166944444445,2.99933425925926
0.685714285714286,0.31797965,336.79151953125,0.09967079296875,-16371.02734375,0.36138354609375,33.881684375,2.80514453125
0.671428571428571,0.322546043145161,337.142846774193,0.0965669072580645,-15604.3709677419,0.348477120967742,31.8323217741936,2.60163024193548
0.657142857142857,0.326989889655173,337.476831896552,0.0935188577586207,-14857.5689655172,0.335931980172414,29.9666762931034,2.4156
0.642857142857143,0.331387915086207,337.798025862069,0.0901948663793104,-14110.4827586207,0.322779055172414,27.8049159482759,2.24053836206897
0.628571428571429,0.33554584868421,338.096728070175,0.087087697368421,-13399.9824561404,0.310420377192982,26.0688728070176,2.08033596491228
0.614285714285714,0.339581883333333,338.379828947368,0.0839390789473684,-12688.8070175439,0.298082744736842,24.1866736842105,1.92910833333333
0.6,0.343636581465517,338.658237068966,0.0806950344827586,-11990.6995689655,0.285279865948276,22.4743120689655,1.78221982758621
0.585714285714286,0.347052521938776,338.892729591837,0.0780462448979592,-11436.1826530612,0.274067634183673,21.1191780612245,1.65994234693877
0.571428571428571,0.350689090104167,339.126302083333,0.074869140625,-10782.8677083333,0.262529136979167,19.7138755208333,1.53769322916667
0.557142857142857,0.35415273877551,339.347056122449,0.0714732908163265,-10121.6484693878,0.250829181632653,18.3553663265306,1.41977551020408
0.542857142857143,0.357719447058824,339.56981372549,0.0680473676470588,-9474.25490196078,0.238499057843137,16.9673774509804,1.29881568627451
0.528571428571429,0.361418585638298,339.79154787234,0.0643984521276596,-8786.08031914894,0.225356713297872,15.4345968085106,1.1733014893617
0.514285714285714,0.364405041463415,339.96868902439,0.0615480243902439,-8250.26341463415,0.214952257926829,14.3161804878049,1.07922365853659
0.5,0.367278793902439,340.134073170732,0.0588805548780488,-7738.74329268293,0.2051661,13.1015468902439,0.990497621951219
0.485714285714286,0.370535578947369,340.313980263158,0.0556913289473684,-7157.60197368421,0.193499148026316,11.6890051973684,0.883455131578947
0.471428571428571,0.373383717073171,340.470713414634,0.0526819085365854,-6625.01585365853,0.183955898170732,10.6093757926829,0.799718780487805
0.457142857142857,0.376364779545455,340.6295,0.0497270909090909,-6101.34545454545,0.173238529545455,9.44901712121212,0.707056212121212
0.442857142857143,0.378757577205882,340.752610294118,0.0474421985294118,-5673.14926470588,0.165299009558824,8.62558867647059,0.642780588235295
0.428571428571429,0.380981283064516,340.8625,0.0453021451612903,-5284.73467741935,0.158145068548387,7.86091451612903,0.584976370967742
0.414285714285714,0.383587201612903,340.991185483871,0.0425038225806452,-4820.92903225806,0.148864754032258,6.87154201612903,0.509774516129032
0.4,0.385835020833333,341.096116666667,0.0400255,-4409.77333333333,0.141683081666667,6.138403,0.457577916666667
0.385714285714286,0.388095682258065,341.198580645161,0.0375896935483871,-4005.65403225806,0.134337302419355,5.43643572580645,0.404499677419355
0.371428571428571,0.39016672,341.28962,0.0356561,-3655.7360,0.127516328,4.8408702,0.3562673
0.357142857142857,0.391839356818182,341.359806818182,0.0337010795454546,-3347.63068181818,0.122121582954545,4.36068079545455,0.320646704545455
0.342857142857143,0.393653426,341.43419,0.03166039,-3024.3120,0.116191662,3.8404402,0.2818956
0.328571428571429,0.395565715178571,341.507794642857,0.0295825982142857,-2693.56160714286,0.110389322142857,3.35622428571428,0.245063660714286
0.314285714285714,0.397411461956522,341.57622826087,0.0274976630434783,-2381.19347826087,0.104790384347826,2.88826913043478,0.210288913043478
0.3,0.398754103333333,341.622383333333,0.0262580333333333,-2173.11833333333,0.1009474535,2.61740383333333,0.1863555
0.285714285714286,0.399913736111111,341.662263888889,0.0246630277777778,-1976.94861111111,0.0975198044444444,2.32495638888889,0.16783625
0.271428571428571,0.401369380952381,341.70805952381,0.0230018333333333,-1752.95833333333,0.0934570948809523,2.03520738095238,0.145998571428571
0.257142857142857,0.402758652777778,341.749097222222,0.0214087361111111,-1551.03888888889,0.0897012545833334,1.78637555555556,0.126896597222222
0.242857142857143,0.403946423333333,341.7816,0.0201549,-1390.4865,0.0866542781666667,1.5968295,0.111277166666667
0.228571428571429,0.404999288333333,341.81085,0.01888115,-1249.14283333333,0.0837116338333333,1.39346933333333,0.09846675
0.214285714285714,0.406083482142857,341.838482142857,0.0173762142857143,-1093.38482142857,0.0807071973214286,1.19450948214286,0.0861677857142857
0.2,0.407167961666667,341.864666666667,0.0159035833333333,-948.2180,0.0778001081666667,1.01149543333333,0.0743881333333333
0.185714285714286,0.408189302083333,341.888375,0.0145553958333333,-821.380416666667,0.075145991875,0.851168333333333,0.06382475
0.171428571428571,0.408910705555556,341.904638888889,0.0134515972222222,-728.8125,0.0730796455555556,0.727599722222222,0.0565091666666667
0.157142857142857,0.4096029125,341.91955,0.0123800625,-645.0360,0.07112943675,0.6149794,0.0497326
0.142857142857143,0.410395452272727,341.935909090909,0.011020775,-546.503409090909,0.0688745147727273,0.487359659090909,0.0424343181818182
0.128571428571429,0.4111505275,341.950825,0.009649285,-457.83075,0.066765287,0.3712808,0.036068825
0.114285714285714,0.411592016666667,341.959416666667,0.008852875,-412.923333333333,0.06567371,0.307925083333333,0.03288175
0.1,0.412040508333333,341.967055555556,0.007767925,-351.516388888889,0.0643293975,0.23482625,0.0291960833333333
0.085714285714286,0.4125595375,341.97625,0.00640169583333333,-279.29375,0.0629799429166667,0.1536065875,0.0251917916666667
0.071428571428571,0.412953225,341.98305,0.00514725,-220.1795,0.0620996665,0.090817655,0.0222035
0.057142857142857,0.4132079875,341.987625,0.0041222125,-176.9525,0.061578905,0.04898662375,0.02014425
0.042857142857143,0.413344141666667,341.99025,0.003365625,-140.7015,0.0612921375,0.0256629734166667,0.01890775
0.028571428571429,0.4135075375,341.993375,0.0021999725,-91.815375,0.06095633,-0.00143123,0.017368875
0,0.413834329166666,341.999625,-0.000131332499999999,5.956875,0.060284715,-0.0556196368333333,0.014291125
