z/D,Tb,hb,Reb,Ub,tau_w,Cf,Tw,Nub,G,p
0.0124999999999995,342.05,474090.0,5401.35706050429,0.3073,0.0750314039748953,0.0362557152659996,329.74210167364,175.437730641082,53.875836,8
0.6625,341.169024903961,472608.049807922,5401.35706050429,0.30487857385137,0.041945900036625,0.0204295395318074,305.959760833333,61.1938512912456,53.875836,8
1.3125,340.297927019472,471107.236025962,5401.08631578948,0.302413697088928,-0.0078261960175,-0.00384277740421478,300.901650416667,54.5587535174181,53.875836,8
1.9625,339.436861638295,469622.482184393,5400.27424447452,0.299980961069376,-0.0243982,-0.0120770276226637,300.821347916666,55.5212753646141,53.875836,8
2.6125,338.585985401645,468131.31386886,5399.19186250439,0.297543640212754,0.00115289996583333,0.000575356361261568,302.393452083333,59.0751143859551,53.875836,8
3.2625,337.745456595438,466642.427659063,5397.79854326132,0.295100796429441,0.0156700760454167,0.00788490903157337,302.831752916666,61.0594105986732,53.875836,8
3.9125,336.915430503603,465158.576259006,5395.67711567351,0.292661676266022,0.0216525293583333,0.0109859785092796,302.91860375,62.5110667397281,53.875836,8
4.5625,336.096065536619,463663.442561032,5393.48106174503,0.2902085411558,0.02326448105,0.0119036224574683,302.75279,63.5226842599141,53.875836,8
5.2125,335.287515711747,462173.35428233,5390.54840162089,0.28778165545577,0.0239729800833333,0.012369577979831,302.67815625,64.7239634447073,53.875836,8
5.8625,334.48993789137,460683.229818949,5387.31423428829,0.285333956026999,0.0227699730666667,0.011849636385948,302.546797916667,65.8268834998159,53.875836,8
6.5125,333.703474566407,459188.686416017,5383.54594054459,0.282899939021063,0.02246303075,0.0117904793646127,302.51164,67.1441939556923,53.875836,8
7.1625,332.928275235853,457703.792059756,5379.31984613925,0.28046277736393,0.0228605998791667,0.0121034270439641,302.47492625,68.4859372850622,53.875836,8
7.8125,332.16448921007,456216.223025175,5374.61048895311,0.278030757084593,0.0237274587133333,0.0126722679941651,302.4547125,69.8912792632586,53.875836,8
8.4625,331.412260905753,454720.652264383,5369.49191457621,0.275589285136577,0.0233346077916667,0.0125728618085164,302.448827083333,71.3573453957228,53.875836,8
9.1125,330.671740364036,453232.900606727,5363.73055709387,0.273167301227469,0.023003062925,0.0125041138751886,302.335564583333,72.5827406653301,53.875836,8
9.7625,329.943047295554,451738.412159256,5357.51940922664,0.270713927699209,0.0227873611625,0.0124991189304714,302.3232275,74.0791892062831,53.875836,8
10.4125,329.226329322694,450252.658645388,5350.98579416964,0.268296147125711,0.0230706937833333,0.0127685677027032,302.29398375,75.5630198008799,53.875836,8
11.0625,328.521714495473,448763.428990946,5343.77987483701,0.26587419897464,0.0223741383833333,0.0124958582529929,302.18810125,76.845571646125,53.875836,8
11.7125,327.829323872137,447275.539786895,5335.90820924677,0.263440900315995,0.022761279625,0.0128294913127386,302.211425833333,78.5236406953815,53.875836,8
12.3625,327.149276001986,445778.552003972,5327.37780248039,0.261011554990985,0.0226719121333333,0.012898059632908,302.215663333333,80.1787387057405,53.875836,8
13.0125,326.481691059573,444293.382119146,5318.64843907782,0.258597197616327,0.0231607564583333,0.0132991808070625,302.129910416667,81.5660013275066,53.875836,8
13.6625,325.826680545862,442803.361091724,5309.12675031121,0.256182958564775,0.0221589220189583,0.0128438243333261,302.077704166667,83.072564724308,53.875836,8
14.3125,325.184342857698,441308.685715396,5299.07739992814,0.253770095612313,0.0223276163083333,0.0130646530764877,302.044192916667,84.6590787166763,53.875836,8
14.9625,324.554766418384,439814.299255151,5288.54933712286,0.251355795239471,0.0210881109666667,0.012457897124527,301.907582916667,85.8666178765229,53.875836,8
15.6125,323.938057612501,438326.115225001,5277.34096079829,0.248950493720748,0.0207192339708333,0.0123582412083659,301.87750125,87.4789637204016,53.875836,8
16.2625,323.334285438424,436838.570876849,5265.41346604723,0.24655198714171,0.0208406969791667,0.0125516175177746,301.8421175,89.0813560899154,53.875836,8
16.9125,322.743534051751,435344.912787419,5252.99374159619,0.244155972022604,0.0202093481875,0.0122908217322183,301.753492916667,90.4588927335363,53.875836,8
17.5625,322.165867919012,433865.537716541,5239.97017954015,0.241779277151957,0.0199525263175,0.0122539127071322,301.7124125,92.0442072402095,53.875836,8
18.2125,321.601343228796,432364.029686387,5226.38473216505,0.239380831368592,0.018416856325,0.0114241025740395,301.585200416667,93.2154287481038,53.875836,8
18.8625,321.050018042718,430870.063149512,5211.94186445001,0.236994059376647,0.0173951855166667,0.010899023014781,301.471249583333,94.4221668020005,53.875836,8
19.5125,320.51193501787,429391.772562546,5197.15804077405,0.234636181333137,0.016909144625,0.010700957063501,301.41273,95.8759030090799,53.875836,8
20.1625,319.987123417501,427895.66244667,5181.5427500111,0.232266266003917,0.0158497200708333,0.0101328455504972,301.3401875,97.2327877794753,53.875836,8
20.8125,319.475609202415,426413.088138968,5165.4060291643,0.22991676807665,0.0145892055666667,0.00942230075214321,301.219805,98.3098068418829,53.875836,8
21.4625,318.9774054672,424919.747912532,5148.62080339473,0.227563885748656,0.0159038377666667,0.0103775434573156,301.303767083333,100.477673817417,53.875836,8
22.1125,318.492515246024,423420.040656065,5131.03249668474,0.225202892074772,0.0141081801583333,0.0093023569055683,301.104033333333,101.010704044763,53.875836,8
22.7625,318.020934861405,421942.492963747,5112.80233933779,0.222880107376199,0.0125457800208333,0.00835838409942015,301.02974,102.222883259156,53.875836,8
23.4125,317.5626432425,420446.894591248,5093.95788599966,0.220548165108401,0.0117145420525,0.00788710879514983,300.972294583333,103.477326313191,53.875836,8
24.0625,317.117615015353,418959.267569091,5074.5841990604,0.218228682085305,0.0121448856370833,0.00826375750246728,300.962252916667,105.001740078708,53.875836,8
24.7125,316.68581494386,417462.173183626,5054.16911641211,0.215908452787542,0.0114691490754167,0.0078878295493956,300.930765416667,106.342419938328,53.875836,8
25.3625,316.26718323604,415977.324562181,5033.51483383385,0.213612841208534,0.0112508835161667,0.0078208730535161,300.812700833333,107.048646806392,53.875836,8
26.0125,315.861659636423,414482.468363904,5011.91895117608,0.211315026689553,0.0101557449621667,0.00713637017997676,300.714177083333,107.794684802493,53.875836,8
26.6625,315.469172852278,412996.277835249,4989.83207379502,0.209041905258333,0.008089462731125,0.00574622051439225,300.603958333333,108.384041397463,53.875836,8
27.3125,315.089630833678,411495.436112259,4966.79213464852,0.206749034639163,0.00830008028291667,0.00596121475152075,300.571801666667,109.443689383271,53.875836,8
27.9625,314.72293741387,410019.791379568,4943.57298288594,0.204508619308559,0.007327742317625,0.00532052559660748,300.542045833333,110.481030357082,53.875836,8
28.6125,314.368975364554,408524.876822767,4919.40171495461,0.202258822509504,0.00716548499758334,0.00526058547179341,300.484894583333,111.217188387552,53.875836,8
29.2625,314.027622042442,407030.488169768,4894.47337219753,0.200011193011709,0.00675204289695833,0.00501275936739365,300.372462083333,111.40403857214,53.875836,8
29.9125,313.698739502148,405525.378174541,4868.72852078291,0.197760229752738,0.0161680967416667,0.0121399222665182,300.983864166667,117.811600938657,53.875836,8
