r/R,UzMean,Tmean,RSS,THFr,TKE,Pk,Bk
1,0.000242041709083333,301.0848125,-0.0000036228,-2.52883315625,0.00134805714583333,-0.000725008202083333,0.197963125
0.996666666666667,0.000571845560946969,301.440022727273,0.0000127597393939394,-35.9420723863636,0.00461691912121212,0.0100464747462879,0.406073674242424
0.993333333333333,0.00213347617327586,302.768530172414,0.000182280314224138,-326.190482327586,0.0203330025862069,0.14793229487069,1.42674159482759
0.99,0.00454666164655173,304.065120689655,0.000840656077586207,-1450.69323275862,0.046818414137931,0.835282995689655,3.76367068965517
0.986666666666667,0.00779811540178572,305.2631875,0.00247448334821429,-4152.60535714286,0.0835619703125,3.05588789732143,8.16092321428571
0.983333333333333,0.01227374275,306.334318965517,0.00574139051724138,-8470.52974137931,0.133023290646552,8.79925784482758,13.8683405172414
0.98,0.0182905301293104,307.255211206897,0.0109887556034483,-13353.0004310345,0.196563731896552,20.5611283189655,19.1208318965517
0.976666666666667,0.025049026617647,307.935875,0.0166100830882353,-16887.0441176471,0.253815525735294,35.3795220588235,21.8997573529412
0.973333333333333,0.0294616092934783,308.304766304348,0.0212419402173913,-19081.3750,0.303134558152174,48.6169244565218,23.8084619565218
0.97,0.0375711944907407,308.838712962963,0.0291512314814815,-21728.287037037,0.368605968981482,69.5573601851851,24.7818148148148
0.966666666666667,0.0467192232407408,309.329162037037,0.0377794444444444,-23713.8981481482,0.433312429166667,92.2630620370371,24.9410324074074
0.963333333333333,0.0555047446875,309.72965625,0.0448009140625,-24734.7890625,0.476681284375,108.9766328125,24.2281875
0.96,0.0607188392391304,309.942320652174,0.0506776739130435,-25589.4565217391,0.513965783152174,120.105994565217,23.9738369565217
0.956666666666667,0.0688763551041667,310.257916666667,0.0589207239583333,-26556.3177083333,0.550569159375,131.252827083333,22.8236822916667
0.953333333333333,0.076956128125,310.5621015625,0.0644273515625,-26676.046875,0.57333373203125,138.8779609375,21.8127734375
0.95,0.0826183898557692,310.752620192308,0.0703867980769231,-27479.5480769231,0.597215529807692,144.409822115385,21.0736442307692
0.9450,0.0915274145,311.056766666667,0.0784319958333333,-27927.9875,0.618501545,146.7372375,19.6170208333333
0.94,0.10027675862069,311.346469827586,0.0858581551724137,-28369.3750,0.63430771724138,146.295004310345,18.2245
0.9350,0.108121080758929,311.600875,0.0924364330357143,-28694.6383928571,0.643522840178572,142.994151785714,16.9494598214286
0.93,0.115651621982759,311.845525862069,0.0981172025862069,-28920.75,0.648225803448276,137.576413793103,15.7379612068966
0.9250,0.12238558423913,312.067135869566,0.103000407608696,-28908.7608695652,0.649137926086956,130.948104891304,14.5886141304348
0.92,0.127883947395833,312.249046875,0.10615096875,-29201.4895833333,0.647807374479167,125.7189328125,13.92234375
0.9150,0.1327635475,312.400135,0.10999191,-29297.08,0.645641078,120.700307,13.079675
0.91,0.137822951442308,312.566480769231,0.1133199375,-29373.8798076923,0.643751732211539,113.982561057692,12.2871634615385
0.9050,0.142804111057692,312.7325,0.116884322115385,-29426.4903846154,0.63934668125,106.965415384615,11.5130721153846
0.9,0.148539358712121,312.931060606061,0.1190000625,-29413.64453125,0.632297678030303,99.4380087121212,10.75046875
0.89,0.154688324358974,313.14558974359,0.122179496875,-29335.7125,0.624311876923076,91.1136698717949,9.90155625
0.88,0.160975154360465,313.367401162791,0.125088715116279,-29274.5145348837,0.615915451162791,82.683835755814,8.99337965116279
0.87,0.166976719940476,313.585431547619,0.12692193452381,-29325.4970238095,0.606559439285714,74.9302580357143,8.2760130952381
0.86,0.172515455357143,313.793657142857,0.128495107142857,-29091.2678571429,0.597903842142857,69.5645360714286,7.63459928571429
0.85,0.177174131597222,313.971420138889,0.129534506944445,-28969.2118055556,0.5900496625,65.1091309027778,7.10392604166667
0.84,0.181574285,314.144085714286,0.129805425,-28913.2464285714,0.582519847142857,60.9326139285714,6.62975964285715
0.83,0.185810386071428,314.312775,0.13008725,-28706.0535714286,0.575859150714286,57.5548064285714,6.23409821428572
0.82,0.18972166640625,314.4711796875,0.1300847265625,-28593.03125,0.5698026921875,54.867091796875,5.90032695312501
0.81,0.19350009296875,314.62877734375,0.1298661328125,-28556.75390625,0.56381769375,52.435867578125,5.608705078125
0.8,0.197098080645161,314.778810483871,0.129595443548387,-28383.7298387097,0.558322982258065,50.5627810483871,5.33260201612903
0.79,0.200438397767857,314.919352678572,0.129247232142857,-28240.3482142857,0.553274947767857,49.0044142857143,5.09549107142858
0.78,0.203653581034483,315.055775862069,0.128840560344828,-28061.4137931035,0.548415902155173,47.3395521551724,4.88071336206897
0.77,0.206615242592593,315.182791666667,0.128220555555556,-27881.9444444444,0.5445034625,45.9142847222222,4.70151111111111
0.76,0.209839343518519,315.319101851852,0.127578981481482,-27626.287037037,0.537582737962963,44.3857416666667,4.49404074074074
0.75,0.212540916826923,315.437038461538,0.126373653846154,-27298.1538461538,0.533963463942308,43.2489024038462,4.34263653846154
0.74,0.21557053287037,315.567356481481,0.125235092592593,-27076.7916666667,0.528435609259259,42.1660657407407,4.18144166666667
0.73,0.218690342592593,315.700759259259,0.123978703703704,-26822.9490740741,0.522960151851852,40.9776212962963,4.02399814814815
0.72,0.221810705,315.8339375,0.1233595625,-26529.18125,0.517927210625,40.037153125,3.8813875
0.71,0.223855056770833,315.926052083333,0.12237609375,-26377.0989583333,0.514801078645833,39.4599072916667,3.797665625
0.7,0.226728185648148,316.050268518518,0.120106435185185,-26108.7592592593,0.511114525925926,38.8311074074074,3.67827037037037
0.685714285714286,0.2302462890625,316.2009609375,0.117910625,-25758.6250,0.5055406203125,38.0741828125,3.546508984375
0.671428571428571,0.234045828225806,316.36316532258,0.115660725806452,-25427.6209677419,0.498957577419355,36.9877564516129,3.40938870967742
0.657142857142857,0.237630598275862,316.517560344827,0.113399982758621,-25046.0689655172,0.493017585344828,36.012874137931,3.29124310344828
0.642857142857143,0.241091411206896,316.665525862069,0.110685909482759,-24687.2370689655,0.487093231896551,35.0394297413793,3.18030387931034
0.628571428571429,0.244680235087719,316.817368421052,0.108433429824561,-24299.3157894737,0.480408089035088,34.2082697368421,3.11686578947369
0.614285714285714,0.248204571491228,316.966197368421,0.105973561403509,-23959.3026315789,0.474596331140351,33.006350877193,3.13961578947369
0.6,0.251681127155173,317.114625,0.103550267241379,-23523.1767241379,0.469235469396552,32.214436637931,3.11433448275862
0.585714285714286,0.255268517346939,317.263765306122,0.101746551020408,-23156.8214285714,0.462283796938776,31.0093443877551,3.16291275510204
0.571428571428571,0.2579408,317.379609375,0.0989959375,-22694.5520833333,0.458154197395833,30.3776848958333,3.1612734375
0.557142857142857,0.260969828571429,317.507071428571,0.0963181989795918,-22248.0,0.452520880102041,29.6401607142857,3.22085306122449
0.542857142857143,0.264189208823529,317.642323529412,0.0934508921568627,-21781.7745098039,0.445825908823529,28.736637254902,3.35481323529412
0.528571428571429,0.267382953723404,317.777835106383,0.0900092606382979,-21252.2712765957,0.439194814361702,27.9092037234043,3.25751808510638
0.514285714285714,0.270661273780488,317.912225609756,0.0875957073170731,-20665.2743902439,0.431638367682927,26.7275457317073,3.15363292682927
0.5,0.273600045731707,318.032725609756,0.0848709329268293,-20087.7073170732,0.424863624390244,25.7246896341463,3.07062987804878
0.485714285714286,0.276204043421053,318.145881578947,0.0810346381578947,-19724.1644736842,0.418323696710526,24.9552861842105,2.99438815789474
0.471428571428571,0.27937129695122,318.272670731707,0.0782797195121951,-19093.4146341463,0.41101165,23.7565158536585,2.90124695121951
0.457142857142857,0.282089881060606,318.387924242424,0.0746745833333334,-18662.8181818182,0.40408794469697,23.0676560606061,2.81889166666667
0.442857142857143,0.285016688235294,318.502786764706,0.0719933014705882,-18035.2647058824,0.397356676470588,22.2789779411765,2.73182794117647
0.428571428571429,0.28782992016129,318.611814516129,0.0691806048387097,-17484.9596774194,0.390149924193548,21.4650733870968,2.64449435483871
0.414285714285714,0.290243886290322,318.712717741935,0.0654931209677419,-17145.8064516129,0.383725416935484,20.8486838709677,2.57146290322581
0.4,0.2930631725,318.820916666667,0.0626789,-16544.1,0.375687914166667,19.9730233333333,2.48035
0.385714285714286,0.295936399193548,318.932637096774,0.0592945564516129,-15966.1532258065,0.367390533870968,19.0935661290323,2.38802016129032
0.371428571428571,0.298681245,319.03928,0.05594994,-15458.46,0.360289269,18.280536,2.308212
0.357142857142857,0.300884068181818,319.125204545455,0.0536615568181818,-14987.0454545455,0.353634676136364,17.5557329545455,2.23477727272727
0.342857142857143,0.30325684,319.21899,0.05064891,-14517.24,0.347108472,16.809245,2.165592
0.328571428571429,0.306088973214286,319.327955357143,0.0475578214285715,-13889.1428571429,0.33879975625,15.6795696428571,2.07590178571429
0.314285714285714,0.30881575,319.432489130435,0.0443896739130435,-13281.097826087,0.330394731521739,14.5839293478261,1.99166413043478
0.3,0.31107217,319.515366666667,0.04204065,-12709.3166666667,0.322547625,13.4532316666667,1.90401833333333
0.285714285714286,0.312674652777778,319.578388888889,0.0399137361111111,-12332.5833333333,0.317698495833334,12.8512798611111,1.86392638888889
0.271428571428571,0.314990167857143,319.66519047619,0.0372469642857143,-11722.8214285714,0.309686848809524,11.788895,1.78077023809524
0.257142857142857,0.3172644,319.748652777778,0.0346714583333333,-11053.9263888889,0.301777441666667,10.7643486111111,1.69794305555556
0.242857142857143,0.319338518333333,319.823283333333,0.0321958333333333,-10400.9866666667,0.2935823,9.7670475,1.61151333333333
0.228571428571429,0.320992386666667,319.8877,0.03003325,-9874.83166666667,0.288715163333333,8.98133716666667,1.56053833333333
0.214285714285714,0.322758469642857,319.956303571429,0.0276215535714286,-9273.87857142857,0.282229466071429,8.01806767857143,1.49220357142857
0.2,0.324576758333333,320.02585,0.0250995833333333,-8583.07,0.27522018,7.06368416666666,1.41991166666667
0.185714285714286,0.326374414583333,320.092583333333,0.0224611666666667,-7827.2125,0.268157277083333,6.17268,1.34614583333333
0.171428571428571,0.327589758333333,320.139888888889,0.02074825,-7275.93055555556,0.263454341666667,5.58294611111111,1.29851388888889
0.157142857142857,0.328817425,320.186575,0.018969125,-6701.47,0.25858804,4.93102575,1.2486075
0.142857142857143,0.330232695454545,320.241022727273,0.0168616363636364,-5985.2750,0.252933618181818,4.12124636363636,1.19075863636364
0.128571428571429,0.3315911675,320.293075,0.014590125,-5228.93,0.2472928825,3.29364625,1.138975
0.114285714285714,0.3324151,320.323666666667,0.0129510083333333,-4718.73333333333,0.243879083333333,2.76409583333333,1.10647
0.1,0.333137061111111,320.353333333333,0.0115648666666667,-4221.30833333333,0.240784427777778,2.30388888888889,1.08140666666667
0.085714285714286,0.334011633333333,320.388833333333,0.009511425,-3552.9250,0.237271045833333,1.79064258333333,1.04957833333333
0.071428571428571,0.33469481,320.41665,0.007584395,-2909.71,0.23455946,1.41796735,1.023089
0.057142857142857,0.3351508125,320.43575,0.0060478875,-2337.5375,0.232893225,1.1808145,1.0074775
0.042857142857143,0.335405075,320.446333333333,0.00496119166666667,-1990.71416666667,0.232002366666667,1.05842666666667,0.998109166666667
0.028571428571429,0.3357040625,320.458375,0.00325665,-1337.85,0.2311316625,0.929506625,0.990285
0,0.3363020375,320.482458333333,-0.000152433333333335,-32.1216666666674,0.229390254166667,0.671666541666666,0.974636666666666
